,colorIdentity,U,R,G,W,B ,None
921,G,0,0,1,0,0,0
922,RW,0,1,0,1,0,0
924,GR,0,1,1,0,0,0
925,R,0,1,0,0,0,0
927,R,0,1,0,0,0,0
928,W,0,0,0,1,0,0
930,R,0,1,0,0,0,0
931,B,0,0,0,0,1,0
932,R,0,1,0,0,0,0
933,W,0,0,0,1,0,0
934,R,0,1,0,0,0,0
935,B,0,0,0,0,1,0
936,U,1,0,0,0,0,0
938,W,0,0,0,1,0,0
939,U,1,0,0,0,0,0
940,GU,1,0,1,0,0,0
941,G,0,0,1,0,0,0
942,G,0,0,1,0,0,0
943,G,0,0,1,0,0,0
944,,0,0,0,0,0,1
945,W,0,0,0,1,0,0
946,GW,0,0,1,1,0,0
947,G,0,0,1,0,0,0
948,BGRUW,1,1,1,1,1,0
949,G,0,0,1,0,0,0
950,U,1,0,0,0,0,0
951,B,0,0,0,0,1,0
952,B,0,0,0,0,1,0
953,W,0,0,0,1,0,0
954,B,0,0,0,0,1,0
955,B,0,0,0,0,1,0
956,,0,0,0,0,0,1
957,G,0,0,1,0,0,0
958,R,0,1,0,0,0,0
959,R,0,1,0,0,0,0
961,,0,0,0,0,0,1
962,U,1,0,0,0,0,0
963,B,0,0,0,0,1,0
964,R,0,1,0,0,0,0
966,R,0,1,0,0,0,0
967,B,0,0,0,0,1,0
969,BW,0,0,0,1,1,0
970,R,0,1,0,0,0,0
971,B,0,0,0,0,1,0
972,R,0,1,0,0,0,0
973,BR,0,1,0,0,1,0
975,,0,0,0,0,0,1
976,R,0,1,0,0,0,0
977,R,0,1,0,0,0,0
978,B,0,0,0,0,1,0
979,U,1,0,0,0,0,0
980,W,0,0,0,1,0,0
981,,0,0,0,0,0,1
982,U,1,0,0,0,0,0
983,U,1,0,0,0,0,0
984,,0,0,0,0,0,1
985,RW,0,1,0,1,0,0
986,,0,0,0,0,0,1
987,W,0,0,0,1,0,0
988,G,0,0,1,0,0,0
989,G,0,0,1,0,0,0
990,W,0,0,0,1,0,0
991,W,0,0,0,1,0,0
992,,0,0,0,0,0,1
993,RU,1,1,0,0,0,0
995,G,0,0,1,0,0,0
996,B,0,0,0,0,1,0
997,U,1,0,0,0,0,0
998,,0,0,0,0,0,1
999,G,0,0,1,0,0,0
1000,W,0,0,0,1,0,0
1001,R,0,1,0,0,0,0
1002,B,0,0,0,0,1,0
1003,R,0,1,0,0,0,0
1004,R,0,1,0,0,0,0
1005,GU,1,0,1,0,0,0
1007,BU,1,0,0,0,1,0
1008,U,1,0,0,0,0,0
1009,W,0,0,0,1,0,0
1010,UW,1,0,0,1,0,0
1011,G,0,0,1,0,0,0
1014,BU,1,0,0,0,1,0
1015,,0,0,0,0,0,1
1016,,0,0,0,0,0,1
1017,W,0,0,0,1,0,0
1018,RW,0,1,0,1,0,0
1019,R,0,1,0,0,0,0
1020,W,0,0,0,1,0,0
1022,,0,0,0,0,0,1
1023,U,1,0,0,0,0,0
1024,R,0,1,0,0,0,0
1025,,0,0,0,0,0,1
1026,R,0,1,0,0,0,0
1027,W,0,0,0,1,0,0
1028,B,0,0,0,0,1,0
1029,,0,0,0,0,0,1
1030,,0,0,0,0,0,1
1034,R,0,1,0,0,0,0
1035,,0,0,0,0,0,1
1036,,0,0,0,0,0,1
1037,,0,0,0,0,0,1
1038,R,0,1,0,0,0,0
1039,,0,0,0,0,0,1
1040,B,0,0,0,0,1,0
1041,UW,1,0,0,1,0,0
1042,B,0,0,0,0,1,0
1043,BW,0,0,0,1,1,0
1044,R,0,1,0,0,0,0
1045,W,0,0,0,1,0,0
1046,,0,0,0,0,0,1
1047,U,1,0,0,0,0,0
1049,BGRUW,1,1,1,1,1,0
1050,,0,0,0,0,0,1
1051,G,0,0,1,0,0,0
1052,B,0,0,0,0,1,0
1053,U,1,0,0,0,0,0
1054,R,0,1,0,0,0,0
1055,,0,0,0,0,0,1
1057,RU,1,1,0,0,0,0
1058,W,0,0,0,1,0,0
1059,B,0,0,0,0,1,0
1060,BG,0,0,1,0,1,0
1061,W,0,0,0,1,0,0
1062,U,1,0,0,0,0,0
1063,W,0,0,0,1,0,0
1064,,0,0,0,0,0,1
1065,W,0,0,0,1,0,0
1066,U,1,0,0,0,0,0
1067,U,1,0,0,0,0,0
1068,B,0,0,0,0,1,0
1069,B,0,0,0,0,1,0
1070,B,0,0,0,0,1,0
1071,B,0,0,0,0,1,0
1072,R,0,1,0,0,0,0
1073,U,1,0,0,0,0,0
1074,,0,0,0,0,0,1
1075,W,0,0,0,1,0,0
1077,,0,0,0,0,0,1
1078,U,1,0,0,0,0,0
1079,R,0,1,0,0,0,0
1080,B,0,0,0,0,1,0
1082,G,0,0,1,0,0,0
1083,W,0,0,0,1,0,0
1084,R,0,1,0,0,0,0
1085,U,1,0,0,0,0,0
1086,G,0,0,1,0,0,0
1087,W,0,0,0,1,0,0
1088,W,0,0,0,1,0,0
1089,U,1,0,0,0,0,0
1090,R,0,1,0,0,0,0
1091,UW,1,0,0,1,0,0
1092,W,0,0,0,1,0,0
1093,GR,0,1,1,0,0,0
1094,W,0,0,0,1,0,0
1095,R,0,1,0,0,0,0
1096,R,0,1,0,0,0,0
1097,W,0,0,0,1,0,0
1100,W,0,0,0,1,0,0
1101,B,0,0,0,0,1,0
1102,BG,0,0,1,0,1,0
1103,G,0,0,1,0,0,0
1104,U,1,0,0,0,0,0
1105,GW,0,0,1,1,0,0
1106,U,1,0,0,0,0,0
1108,U,1,0,0,0,0,0
1109,,0,0,0,0,0,1
1110,B,0,0,0,0,1,0
1111,W,0,0,0,1,0,0
1112,GW,0,0,1,1,0,0
1113,R,0,1,0,0,0,0
1114,B,0,0,0,0,1,0
1115,B,0,0,0,0,1,0
1116,B,0,0,0,0,1,0
1117,W,0,0,0,1,0,0
1118,R,0,1,0,0,0,0
1119,W,0,0,0,1,0,0
1120,U,1,0,0,0,0,0
1121,W,0,0,0,1,0,0
1122,,0,0,0,0,0,1
1123,W,0,0,0,1,0,0
1124,B,0,0,0,0,1,0
1125,G,0,0,1,0,0,0
1126,W,0,0,0,1,0,0
1127,U,1,0,0,0,0,0
1128,G,0,0,1,0,0,0
1129,,0,0,0,0,0,1
1131,,0,0,0,0,0,1
1132,W,0,0,0,1,0,0
1133,B,0,0,0,0,1,0
1134,GU,1,0,1,0,0,0
1136,RUW,1,1,0,1,0,0
1137,G,0,0,1,0,0,0
1138,U,1,0,0,0,0,0
1139,,0,0,0,0,0,1
1140,U,1,0,0,0,0,0
1141,,0,0,0,0,0,1
1142,U,1,0,0,0,0,0
1143,,0,0,0,0,0,1
1144,W,0,0,0,1,0,0
1145,B,0,0,0,0,1,0
1148,G,0,0,1,0,0,0
1149,G,0,0,1,0,0,0
1150,B,0,0,0,0,1,0
1151,,0,0,0,0,0,1
1152,U,1,0,0,0,0,0
1153,U,1,0,0,0,0,0
1154,,0,0,0,0,0,1
1155,G,0,0,1,0,0,0
1156,BGR,0,1,1,0,1,0
1157,BU,1,0,0,0,1,0
1158,G,0,0,1,0,0,0
1159,R,0,1,0,0,0,0
1160,,0,0,0,0,0,1
1161,R,0,1,0,0,0,0
1162,G,0,0,1,0,0,0
1163,,0,0,0,0,0,1
1164,U,1,0,0,0,0,0
1166,R,0,1,0,0,0,0
1167,R,0,1,0,0,0,0
1168,U,1,0,0,0,0,0
1169,R,0,1,0,0,0,0
1171,B,0,0,0,0,1,0
1172,,0,0,0,0,0,1
1173,G,0,0,1,0,0,0
1174,G,0,0,1,0,0,0
1176,RU,1,1,0,0,0,0
1178,,0,0,0,0,0,1
1179,,0,0,0,0,0,1
1180,U,1,0,0,0,0,0
1181,U,1,0,0,0,0,0
1182,W,0,0,0,1,0,0
1183,UW,1,0,0,1,0,0
1184,R,0,1,0,0,0,0
1185,B,0,0,0,0,1,0
1186,G,0,0,1,0,0,0
1187,,0,0,0,0,0,1
1188,RW,0,1,0,1,0,0
1189,U,1,0,0,0,0,0
1190,W,0,0,0,1,0,0
1191,G,0,0,1,0,0,0
1192,G,0,0,1,0,0,0
1193,RW,0,1,0,1,0,0
1194,U,1,0,0,0,0,0
1195,U,1,0,0,0,0,0
1196,R,0,1,0,0,0,0
1197,,0,0,0,0,0,1
1198,U,1,0,0,0,0,0
1199,G,0,0,1,0,0,0
1200,W,0,0,0,1,0,0
1201,B,0,0,0,0,1,0
1202,R,0,1,0,0,0,0
1203,GRU,1,1,1,0,0,0
1204,W,0,0,0,1,0,0
1205,G,0,0,1,0,0,0
1206,,0,0,0,0,0,1
1207,U,1,0,0,0,0,0
1208,U,1,0,0,0,0,0
1209,BUW,1,0,0,1,1,0
1210,R,0,1,0,0,0,0
1212,,0,0,0,0,0,1
1213,U,1,0,0,0,0,0
1214,GRU,1,1,1,0,0,0
1215,GR,0,1,1,0,0,0
1216,GW,0,0,1,1,0,0
1217,G,0,0,1,0,0,0
1218,W,0,0,0,1,0,0
1220,,0,0,0,0,0,1
1221,BW,0,0,0,1,1,0
1222,W,0,0,0,1,0,0
1223,B,0,0,0,0,1,0
1224,R,0,1,0,0,0,0
1227,R,0,1,0,0,0,0
1228,,0,0,0,0,0,1
1229,R,0,1,0,0,0,0
1232,,0,0,0,0,0,1
1233,G,0,0,1,0,0,0
1234,B,0,0,0,0,1,0
1235,W,0,0,0,1,0,0
1236,G,0,0,1,0,0,0
1237,W,0,0,0,1,0,0
1238,B,0,0,0,0,1,0
1240,,0,0,0,0,0,1
1241,R,0,1,0,0,0,0
1242,U,1,0,0,0,0,0
1243,W,0,0,0,1,0,0
1244,U,1,0,0,0,0,0
1246,GR,0,1,1,0,0,0
1247,R,0,1,0,0,0,0
1248,W,0,0,0,1,0,0
1249,R,0,1,0,0,0,0
1250,,0,0,0,0,0,1
1251,RU,1,1,0,0,0,0
1253,,0,0,0,0,0,1
1254,W,0,0,0,1,0,0
1255,BU,1,0,0,0,1,0
1256,W,0,0,0,1,0,0
1257,U,1,0,0,0,0,0
1258,U,1,0,0,0,0,0
1259,,0,0,0,0,0,1
1260,B,0,0,0,0,1,0
1261,B,0,0,0,0,1,0
1262,R,0,1,0,0,0,0
1263,G,0,0,1,0,0,0
1264,W,0,0,0,1,0,0
1265,B,0,0,0,0,1,0
1266,B,0,0,0,0,1,0
1268,U,1,0,0,0,0,0
1269,B,0,0,0,0,1,0
1271,,0,0,0,0,0,1
1272,B,0,0,0,0,1,0
1273,U,1,0,0,0,0,0
1274,R,0,1,0,0,0,0
1275,U,1,0,0,0,0,0
1276,B,0,0,0,0,1,0
1277,R,0,1,0,0,0,0
1278,R,0,1,0,0,0,0
1279,GUW,1,0,1,1,0,0
1280,GU,1,0,1,0,0,0
1281,B,0,0,0,0,1,0
1282,R,0,1,0,0,0,0
1283,,0,0,0,0,0,1
1284,R,0,1,0,0,0,0
1285,B,0,0,0,0,1,0
1286,,0,0,0,0,0,1
1287,R,0,1,0,0,0,0
1288,G,0,0,1,0,0,0
1289,BR,0,1,0,0,1,0
1290,R,0,1,0,0,0,0
1292,G,0,0,1,0,0,0
1293,R,0,1,0,0,0,0
1295,U,1,0,0,0,0,0
1296,U,1,0,0,0,0,0
1297,U,1,0,0,0,0,0
1298,U,1,0,0,0,0,0
1299,U,1,0,0,0,0,0
1300,U,1,0,0,0,0,0
1301,GU,1,0,1,0,0,0
1302,BRU,1,1,0,0,1,0
1303,,0,0,0,0,0,1
1304,W,0,0,0,1,0,0
1305,G,0,0,1,0,0,0
1306,G,0,0,1,0,0,0
1307,U,1,0,0,0,0,0
1308,,0,0,0,0,0,1
1309,W,0,0,0,1,0,0
1311,B,0,0,0,0,1,0
1312,B,0,0,0,0,1,0
1313,U,1,0,0,0,0,0
1316,,0,0,0,0,0,1
1317,,0,0,0,0,0,1
1319,G,0,0,1,0,0,0
1320,GU,1,0,1,0,0,0
1321,,0,0,0,0,0,1
1322,W,0,0,0,1,0,0
1323,,0,0,0,0,0,1
1324,G,0,0,1,0,0,0
1325,W,0,0,0,1,0,0
1326,R,0,1,0,0,0,0
1327,W,0,0,0,1,0,0
1328,R,0,1,0,0,0,0
1329,G,0,0,1,0,0,0
1330,,0,0,0,0,0,1
1331,W,0,0,0,1,0,0
1332,BU,1,0,0,0,1,0
1333,BRW,0,1,0,1,1,0
1334,RUW,1,1,0,1,0,0
1335,,0,0,0,0,0,1
1336,W,0,0,0,1,0,0
1337,,0,0,0,0,0,1
1338,G,0,0,1,0,0,0
1339,B,0,0,0,0,1,0
1340,W,0,0,0,1,0,0
1341,G,0,0,1,0,0,0
1342,B,0,0,0,0,1,0
1344,R,0,1,0,0,0,0
1345,W,0,0,0,1,0,0
1346,R,0,1,0,0,0,0
1347,RW,0,1,0,1,0,0
1348,U,1,0,0,0,0,0
1349,W,0,0,0,1,0,0
1350,G,0,0,1,0,0,0
1351,R,0,1,0,0,0,0
1352,GU,1,0,1,0,0,0
1353,R,0,1,0,0,0,0
1354,G,0,0,1,0,0,0
1355,B,0,0,0,0,1,0
1356,,0,0,0,0,0,1
1357,,0,0,0,0,0,1
1359,B,0,0,0,0,1,0
1360,W,0,0,0,1,0,0
1362,BU,1,0,0,0,1,0
1363,G,0,0,1,0,0,0
1364,W,0,0,0,1,0,0
1366,W,0,0,0,1,0,0
1367,U,1,0,0,0,0,0
1368,,0,0,0,0,0,1
1369,U,1,0,0,0,0,0
1370,,0,0,0,0,0,1
1372,B,0,0,0,0,1,0
1373,U,1,0,0,0,0,0
1374,U,1,0,0,0,0,0
1375,UW,1,0,0,1,0,0
1376,,0,0,0,0,0,1
1377,W,0,0,0,1,0,0
1378,U,1,0,0,0,0,0
1379,B,0,0,0,0,1,0
1380,G,0,0,1,0,0,0
1381,U,1,0,0,0,0,0
1382,W,0,0,0,1,0,0
1384,G,0,0,1,0,0,0
1385,U,1,0,0,0,0,0
1386,G,0,0,1,0,0,0
1387,B,0,0,0,0,1,0
1389,B,0,0,0,0,1,0
1390,W,0,0,0,1,0,0
1391,BU,1,0,0,0,1,0
1392,B,0,0,0,0,1,0
1393,,0,0,0,0,0,1
1395,,0,0,0,0,0,1
1396,U,1,0,0,0,0,0
1398,BG,0,0,1,0,1,0
1399,W,0,0,0,1,0,0
1401,BW,0,0,0,1,1,0
1402,B,0,0,0,0,1,0
1403,B,0,0,0,0,1,0
1404,UW,1,0,0,1,0,0
1405,R,0,1,0,0,0,0
1406,BGU,1,0,1,0,1,0
1407,U,1,0,0,0,0,0
1408,W,0,0,0,1,0,0
1410,U,1,0,0,0,0,0
1411,R,0,1,0,0,0,0
1413,U,1,0,0,0,0,0
1414,U,1,0,0,0,0,0
1415,GR,0,1,1,0,0,0
1416,W,0,0,0,1,0,0
1417,R,0,1,0,0,0,0
1419,B,0,0,0,0,1,0
1420,,0,0,0,0,0,1
1421,G,0,0,1,0,0,0
1422,R,0,1,0,0,0,0
1423,,0,0,0,0,0,1
1424,W,0,0,0,1,0,0
1425,B,0,0,0,0,1,0
1426,,0,0,0,0,0,1
1427,W,0,0,0,1,0,0
1428,W,0,0,0,1,0,0
1429,R,0,1,0,0,0,0
1430,W,0,0,0,1,0,0
1432,R,0,1,0,0,0,0
1434,G,0,0,1,0,0,0
1435,G,0,0,1,0,0,0
1436,W,0,0,0,1,0,0
1437,B,0,0,0,0,1,0
1438,G,0,0,1,0,0,0
1439,,0,0,0,0,0,1
1440,R,0,1,0,0,0,0
1441,G,0,0,1,0,0,0
1442,RW,0,1,0,1,0,0
1443,R,0,1,0,0,0,0
1444,,0,0,0,0,0,1
1445,R,0,1,0,0,0,0
1446,G,0,0,1,0,0,0
1447,G,0,0,1,0,0,0
1448,,0,0,0,0,0,1
1449,B,0,0,0,0,1,0
1450,G,0,0,1,0,0,0
1451,BGRUW,1,1,1,1,1,0
1452,G,0,0,1,0,0,0
1453,B,0,0,0,0,1,0
1454,U,1,0,0,0,0,0
1455,R,0,1,0,0,0,0
1456,W,0,0,0,1,0,0
1457,W,0,0,0,1,0,0
1458,G,0,0,1,0,0,0
1459,GRU,1,1,1,0,0,0
1460,GR,0,1,1,0,0,0
1462,B,0,0,0,0,1,0
1464,B,0,0,0,0,1,0
1465,B,0,0,0,0,1,0
1466,U,1,0,0,0,0,0
1468,RU,1,1,0,0,0,0
1469,UW,1,0,0,1,0,0
1470,R,0,1,0,0,0,0
1471,U,1,0,0,0,0,0
1472,W,0,0,0,1,0,0
1473,W,0,0,0,1,0,0
1474,R,0,1,0,0,0,0
1475,R,0,1,0,0,0,0
1476,G,0,0,1,0,0,0
1477,,0,0,0,0,0,1
1479,G,0,0,1,0,0,0
1480,B,0,0,0,0,1,0
1481,GW,0,0,1,1,0,0
1482,W,0,0,0,1,0,0
1483,U,1,0,0,0,0,0
1484,BRW,0,1,0,1,1,0
1485,G,0,0,1,0,0,0
1486,BRU,1,1,0,0,1,0
1487,R,0,1,0,0,0,0
1488,,0,0,0,0,0,1
1489,,0,0,0,0,0,1
1490,U,1,0,0,0,0,0
1491,U,1,0,0,0,0,0
1492,,0,0,0,0,0,1
1494,U,1,0,0,0,0,0
1495,B,0,0,0,0,1,0
1496,,0,0,0,0,0,1
1497,W,0,0,0,1,0,0
1498,B,0,0,0,0,1,0
1499,,0,0,0,0,0,1
1500,W,0,0,0,1,0,0
1501,,0,0,0,0,0,1
1502,B,0,0,0,0,1,0
1504,,0,0,0,0,0,1
1505,G,0,0,1,0,0,0
1506,BGRUW,1,1,1,1,1,0
1507,W,0,0,0,1,0,0
1508,,0,0,0,0,0,1
1509,R,0,1,0,0,0,0
1511,G,0,0,1,0,0,0
1512,,0,0,0,0,0,1
1513,W,0,0,0,1,0,0
1514,R,0,1,0,0,0,0
1515,B,0,0,0,0,1,0
1517,,0,0,0,0,0,1
1518,RW,0,1,0,1,0,0
1519,BU,1,0,0,0,1,0
1520,W,0,0,0,1,0,0
1521,R,0,1,0,0,0,0
1522,W,0,0,0,1,0,0
1523,W,0,0,0,1,0,0
1524,BW,0,0,0,1,1,0
1525,W,0,0,0,1,0,0
1526,,0,0,0,0,0,1
1527,,0,0,0,0,0,1
1528,R,0,1,0,0,0,0
1529,G,0,0,1,0,0,0
1530,U,1,0,0,0,0,0
1531,G,0,0,1,0,0,0
1533,W,0,0,0,1,0,0
1534,RUW,1,1,0,1,0,0
1535,B,0,0,0,0,1,0
1536,,0,0,0,0,0,1
1537,R,0,1,0,0,0,0
1538,B,0,0,0,0,1,0
1539,,0,0,0,0,0,1
1540,,0,0,0,0,0,1
1542,,0,0,0,0,0,1
1543,,0,0,0,0,0,1
1544,W,0,0,0,1,0,0
1546,BGR,0,1,1,0,1,0
1547,U,1,0,0,0,0,0
1548,U,1,0,0,0,0,0
1549,W,0,0,0,1,0,0
1550,W,0,0,0,1,0,0
1551,W,0,0,0,1,0,0
1552,B,0,0,0,0,1,0
1553,B,0,0,0,0,1,0
1554,R,0,1,0,0,0,0
1555,W,0,0,0,1,0,0
1556,R,0,1,0,0,0,0
1558,B,0,0,0,0,1,0
1560,GW,0,0,1,1,0,0
1561,,0,0,0,0,0,1
1562,B,0,0,0,0,1,0
1563,GR,0,1,1,0,0,0
1564,U,1,0,0,0,0,0
1565,R,0,1,0,0,0,0
1566,B,0,0,0,0,1,0
1567,W,0,0,0,1,0,0
1568,W,0,0,0,1,0,0
1569,B,0,0,0,0,1,0
1570,BU,1,0,0,0,1,0
1571,U,1,0,0,0,0,0
1572,W,0,0,0,1,0,0
1573,,0,0,0,0,0,1
1574,U,1,0,0,0,0,0
1575,B,0,0,0,0,1,0
1576,BG,0,0,1,0,1,0
1577,UW,1,0,0,1,0,0
1578,RUW,1,1,0,1,0,0
1579,GU,1,0,1,0,0,0
1581,U,1,0,0,0,0,0
1582,U,1,0,0,0,0,0
1583,,0,0,0,0,0,1
1584,,0,0,0,0,0,1
1585,B,0,0,0,0,1,0
1586,GU,1,0,1,0,0,0
1588,R,0,1,0,0,0,0
1589,B,0,0,0,0,1,0
1590,B,0,0,0,0,1,0
1592,G,0,0,1,0,0,0
1593,G,0,0,1,0,0,0
1594,U,1,0,0,0,0,0
1595,U,1,0,0,0,0,0
1596,B,0,0,0,0,1,0
1597,W,0,0,0,1,0,0
1598,B,0,0,0,0,1,0
1599,R,0,1,0,0,0,0
1600,R,0,1,0,0,0,0
1601,B,0,0,0,0,1,0
1602,U,1,0,0,0,0,0
1603,W,0,0,0,1,0,0
1604,U,1,0,0,0,0,0
1605,R,0,1,0,0,0,0
1606,B,0,0,0,0,1,0
1607,B,0,0,0,0,1,0
1609,W,0,0,0,1,0,0
1610,BG,0,0,1,0,1,0
1611,U,1,0,0,0,0,0
1612,GRU,1,1,1,0,0,0
1613,B,0,0,0,0,1,0
1614,,0,0,0,0,0,1
1615,R,0,1,0,0,0,0
1617,R,0,1,0,0,0,0
1618,G,0,0,1,0,0,0
1619,U,1,0,0,0,0,0
1620,RW,0,1,0,1,0,0
1621,R,0,1,0,0,0,0
1623,G,0,0,1,0,0,0
1624,U,1,0,0,0,0,0
1625,,0,0,0,0,0,1
1626,G,0,0,1,0,0,0
1627,G,0,0,1,0,0,0
1628,W,0,0,0,1,0,0
1629,BU,1,0,0,0,1,0
1630,,0,0,0,0,0,1
1631,R,0,1,0,0,0,0
1632,W,0,0,0,1,0,0
1633,,0,0,0,0,0,1
1634,W,0,0,0,1,0,0
1635,U,1,0,0,0,0,0
1636,G,0,0,1,0,0,0
1638,G,0,0,1,0,0,0
1639,U,1,0,0,0,0,0
1640,G,0,0,1,0,0,0
1642,R,0,1,0,0,0,0
1643,B,0,0,0,0,1,0
1644,G,0,0,1,0,0,0
1645,GW,0,0,1,1,0,0
1646,U,1,0,0,0,0,0
1647,,0,0,0,0,0,1
1648,W,0,0,0,1,0,0
1649,W,0,0,0,1,0,0
1650,R,0,1,0,0,0,0
1651,G,0,0,1,0,0,0
1654,U,1,0,0,0,0,0
1656,U,1,0,0,0,0,0
1658,W,0,0,0,1,0,0
1659,,0,0,0,0,0,1
1660,BW,0,0,0,1,1,0
1661,W,0,0,0,1,0,0
1662,W,0,0,0,1,0,0
1663,U,1,0,0,0,0,0
1664,BG,0,0,1,0,1,0
1665,U,1,0,0,0,0,0
1666,B,0,0,0,0,1,0
1668,B,0,0,0,0,1,0
1669,U,1,0,0,0,0,0
1670,R,0,1,0,0,0,0
1673,RU,1,1,0,0,0,0
1674,U,1,0,0,0,0,0
1675,,0,0,0,0,0,1
1676,B,0,0,0,0,1,0
1678,B,0,0,0,0,1,0
1679,,0,0,0,0,0,1
1680,B,0,0,0,0,1,0
1681,W,0,0,0,1,0,0
1682,GU,1,0,1,0,0,0
1683,U,1,0,0,0,0,0
1685,U,1,0,0,0,0,0
1686,,0,0,0,0,0,1
1687,U,1,0,0,0,0,0
1688,R,0,1,0,0,0,0
1689,U,1,0,0,0,0,0
1690,R,0,1,0,0,0,0
1691,GR,0,1,1,0,0,0
1694,B,0,0,0,0,1,0
1695,U,1,0,0,0,0,0
1696,BU,1,0,0,0,1,0
1697,,0,0,0,0,0,1
1698,W,0,0,0,1,0,0
1700,GW,0,0,1,1,0,0
1701,,0,0,0,0,0,1
1702,B,0,0,0,0,1,0
1704,W,0,0,0,1,0,0
1705,B,0,0,0,0,1,0
1706,U,1,0,0,0,0,0
1707,G,0,0,1,0,0,0
1709,U,1,0,0,0,0,0
1711,,0,0,0,0,0,1
1712,G,0,0,1,0,0,0
1713,G,0,0,1,0,0,0
1714,RW,0,1,0,1,0,0
1715,U,1,0,0,0,0,0
1717,BU,1,0,0,0,1,0
1718,RW,0,1,0,1,0,0
1719,RU,1,1,0,0,0,0
1720,W,0,0,0,1,0,0
1722,B,0,0,0,0,1,0
1723,G,0,0,1,0,0,0
1724,B,0,0,0,0,1,0
1726,GUW,1,0,1,1,0,0
1727,B,0,0,0,0,1,0
1728,BU,1,0,0,0,1,0
1729,GW,0,0,1,1,0,0
1730,,0,0,0,0,0,1
1732,G,0,0,1,0,0,0
1733,,0,0,0,0,0,1
1735,,0,0,0,0,0,1
1736,U,1,0,0,0,0,0
1737,G,0,0,1,0,0,0
1738,G,0,0,1,0,0,0
1739,B,0,0,0,0,1,0
1740,,0,0,0,0,0,1
1741,W,0,0,0,1,0,0
1742,B,0,0,0,0,1,0
1743,B,0,0,0,0,1,0
1744,B,0,0,0,0,1,0
1745,R,0,1,0,0,0,0
1747,G,0,0,1,0,0,0
1748,G,0,0,1,0,0,0
1750,,0,0,0,0,0,1
1752,,0,0,0,0,0,1
1753,,0,0,0,0,0,1
1754,W,0,0,0,1,0,0
1755,R,0,1,0,0,0,0
1756,W,0,0,0,1,0,0
1757,BW,0,0,0,1,1,0
1758,W,0,0,0,1,0,0
1761,W,0,0,0,1,0,0
1762,R,0,1,0,0,0,0
1763,,0,0,0,0,0,1
1764,R,0,1,0,0,0,0
1765,B,0,0,0,0,1,0
1767,,0,0,0,0,0,1
1768,B,0,0,0,0,1,0
1769,,0,0,0,0,0,1
1770,U,1,0,0,0,0,0
1771,B,0,0,0,0,1,0
1772,,0,0,0,0,0,1
1773,R,0,1,0,0,0,0
1774,GR,0,1,1,0,0,0
1776,U,1,0,0,0,0,0
1777,B,0,0,0,0,1,0
1778,GU,1,0,1,0,0,0
1780,G,0,0,1,0,0,0
1781,B,0,0,0,0,1,0
1782,U,1,0,0,0,0,0
1783,,0,0,0,0,0,1
1786,BG,0,0,1,0,1,0
1787,R,0,1,0,0,0,0
1788,W,0,0,0,1,0,0
1789,,0,0,0,0,0,1
1790,GW,0,0,1,1,0,0
1791,B,0,0,0,0,1,0
1792,,0,0,0,0,0,1
1793,B,0,0,0,0,1,0
1794,W,0,0,0,1,0,0
1795,U,1,0,0,0,0,0
1796,G,0,0,1,0,0,0
1797,U,1,0,0,0,0,0
1798,R,0,1,0,0,0,0
1799,W,0,0,0,1,0,0
1800,,0,0,0,0,0,1
1801,BG,0,0,1,0,1,0
1802,G,0,0,1,0,0,0
1804,R,0,1,0,0,0,0
1806,U,1,0,0,0,0,0
1807,BGRUW,1,1,1,1,1,0
1808,G,0,0,1,0,0,0
1809,GW,0,0,1,1,0,0
1810,BU,1,0,0,0,1,0
1811,W,0,0,0,1,0,0
1812,R,0,1,0,0,0,0
1813,R,0,1,0,0,0,0
1814,U,1,0,0,0,0,0
1815,U,1,0,0,0,0,0
1816,U,1,0,0,0,0,0
1818,G,0,0,1,0,0,0
1819,U,1,0,0,0,0,0
1820,,0,0,0,0,0,1
1821,,0,0,0,0,0,1
1822,,0,0,0,0,0,1
1823,B,0,0,0,0,1,0
1824,U,1,0,0,0,0,0
1825,B,0,0,0,0,1,0
1826,RUW,1,1,0,1,0,0
1827,G,0,0,1,0,0,0
1828,R,0,1,0,0,0,0
1829,G,0,0,1,0,0,0
1830,BR,0,1,0,0,1,0
1831,R,0,1,0,0,0,0
1833,B,0,0,0,0,1,0
1834,U,1,0,0,0,0,0
1835,G,0,0,1,0,0,0
1837,U,1,0,0,0,0,0
1838,G,0,0,1,0,0,0
1839,,0,0,0,0,0,1
1840,W,0,0,0,1,0,0
1841,BU,1,0,0,0,1,0
1842,R,0,1,0,0,0,0
1843,G,0,0,1,0,0,0
1844,U,1,0,0,0,0,0
1845,G,0,0,1,0,0,0
1846,B,0,0,0,0,1,0
1847,W,0,0,0,1,0,0
1848,B,0,0,0,0,1,0
1850,W,0,0,0,1,0,0
1851,RU,1,1,0,0,0,0
1852,UW,1,0,0,1,0,0
1853,B,0,0,0,0,1,0
1854,W,0,0,0,1,0,0
1855,W,0,0,0,1,0,0
1856,GU,1,0,1,0,0,0
1857,,0,0,0,0,0,1
1858,B,0,0,0,0,1,0
1859,,0,0,0,0,0,1
1860,G,0,0,1,0,0,0
1861,B,0,0,0,0,1,0
1862,BG,0,0,1,0,1,0
1863,,0,0,0,0,0,1
1864,U,1,0,0,0,0,0
1866,W,0,0,0,1,0,0
