,types
1654,['Creature']
1656,['Sorcery']
1658,['Enchantment']
1659,['Card']
1660,['Land']
1661,['Creature']
1662,['Creature']
1663,['Creature']
1664,['Creature']
1665,['Instant']
1666,['Instant']
1668,['Creature']
1669,['Creature']
1670,['Creature']
1673,['Creature']
1674,['Sorcery']
1675,['Artifact' 'Creature']
1676,['Artifact' 'Creature']
1678,['Enchantment' 'Creature']
1679,['Land']
1680,['Creature']
1681,['Enchantment']
1682,['Creature']
1683,['Creature']
1685,['Creature']
1686,['Artifact']
1687,['Creature']
1688,['Creature']
1689,['Instant']
1690,['Creature']
1691,['Creature']
1694,['Creature']
1695,['Enchantment']
1696,['Instant']
1697,['Card']
1698,['Creature']
1700,['Creature']
1701,['Land']
1702,['Creature']
1704,['Enchantment']
1705,['Creature']
1706,['Creature']
1707,['Sorcery']
1709,['Instant']
1711,['Artifact']
1712,['Instant']
1713,['Creature']
1714,['Creature']
1715,['Instant']
1717,['Planeswalker']
1718,['Creature']
1719,['Planeswalker']
1720,['Enchantment']
1722,['Instant']
1723,['Instant']
1724,['Creature']
1726,['Enchantment']
1727,['Creature']
1728,['Creature']
1729,['Creature']
1730,['Artifact']
1732,['Artifact']
1733,['Land']
1735,['Artifact']
1736,['Enchantment']
1737,['Creature']
1738,['Creature']
1739,['Creature']
1740,['Artifact' 'Creature']
1741,['Enchantment']
1742,['Sorcery']
1743,['Sorcery']
1744,['Enchantment']
1745,['Creature']
1747,['Creature']
1748,['Sorcery']
1750,['Artifact']
1752,['Artifact']
1753,['Artifact']
1754,['Instant']
1755,['Creature']
1756,['Creature']
1757,['Creature']
1758,['Creature']
1761,['Enchantment']
1762,['Creature']
1763,['Artifact']
1764,['Creature']
1765,['Creature']
1767,['Tribal' 'Sorcery']
1768,['Creature']
1769,['Artifact']
1770,['Planeswalker']
1771,['Creature']
1772,['Artifact']
1773,['Creature']
1774,['Creature']
1776,['Instant']
1777,['Creature']
1778,['Creature']
1780,['Creature']
1781,['Creature']
1782,['Enchantment']
1783,['Card']
1786,['Artifact']
1787,['Creature']
1788,['Creature']
1789,['Emblem']
1790,['Creature']
1791,['Sorcery']
1792,['Artifact' 'Creature']
1793,['Sorcery']
1794,['Creature']
1795,['Creature']
1796,['Creature']
1797,['Instant']
1798,['Creature']
1799,['Creature']
1800,['Artifact' 'Creature']
1801,['Land']
1802,['Enchantment']
1804,['Sorcery']
1806,['Creature']
1807,['Creature']
1808,['Enchantment']
1809,['Enchantment']
1810,['Creature']
1811,['Creature']
1812,['Creature']
1813,['Sorcery']
1814,['Creature']
1815,['Creature']
1816,['Creature']
1818,['Land']
1819,['Creature']
1820,['Artifact']
1821,['Artifact']
1822,['Land']
1823,['Instant']
1824,['Enchantment']
1825,['Instant']
1826,['Creature']
1827,['Creature']
1828,['Sorcery']
1829,['Creature']
1830,['Creature']
1831,['Creature']
1833,['Sorcery']
1834,['Creature']
1835,['Creature']
1837,['Enchantment']
1838,['Creature']
1839,['Artifact']
1840,['Enchantment']
1841,['Land']
1842,['Sorcery']
1843,['Creature']
1844,['Sorcery']
1845,['Sorcery']
1846,['Artifact']
1847,['Creature']
1848,['Creature']
1850,['Creature']
1851,['Creature']
1852,['Artifact' 'Creature']
1853,['Creature']
1854,['Enchantment']
1855,['Creature']
1856,['Creature']
1857,['Card']
1858,['Enchantment']
1859,['Card']
1860,['Creature']
1861,['Instant']
1862,['Land']
1863,['Card']
1864,['Instant']
1866,['Enchantment']
1867,['Instant']
1868,['Creature']
1869,['Creature']
1870,['Creature']
1872,['Instant']
1873,['Enchantment']
1874,['Instant']
1875,['Card']
1876,['Land']
1877,['Creature']
1878,['Creature']
1879,['Artifact']
1881,['Creature']
1882,['Sorcery']
1883,['Creature']
1885,['Enchantment']
1887,['Instant']
1888,['Enchantment']
1889,['Creature']
1890,['Creature']
1891,['Creature']
1892,['Planeswalker']
1893,['Enchantment']
1894,['Enchantment']
1895,['Land']
1896,['Creature']
1897,['Enchantment']
1898,['Sorcery']
1899,['Creature']
1900,['Artifact']
1901,['Instant']
1902,['Enchantment']
1903,['Creature']
1904,['Land']
1905,['Enchantment']
1906,['Instant']
1907,['Enchantment' 'Creature']
1909,['Creature']
1910,['Instant']
1911,['Creature']
1914,['Land']
1915,['Creature']
1916,['Creature']
1917,['Land']
1918,['Creature']
1920,['Instant']
1921,['Sorcery']
1922,['Enchantment']
1924,['Instant']
1925,['Artifact']
1927,['Creature']
1928,['Creature']
1929,['Token' 'Creature']
1932,['Creature']
1933,['Instant']
1934,['Land']
1935,['Creature']
1936,['Creature']
1937,['Artifact' 'Creature']
1938,['Creature']
1939,['Artifact']
1941,['Artifact' 'Creature']
1942,['Creature']
1943,['Creature']
1944,['Sorcery']
1945,['Enchantment']
1946,['Creature']
1947,['Creature']
1948,['Artifact' 'Creature']
1949,['Creature']
1950,['Sorcery']
1951,['Creature']
1952,['Artifact']
1953,['Instant']
1954,['Creature']
1955,['Enchantment']
1957,['Artifact' 'Creature']
1958,['Emblem']
1959,['Creature']
1960,['Land']
1961,['Artifact']
1962,['Creature']
1964,['Creature']
1965,['Creature']
1966,['Instant']
1967,['Sorcery']
1968,['Creature']
1970,['Creature']
1971,['Creature']
1973,['Sorcery']
1974,['Creature']
1975,['Creature']
1977,['Artifact' 'Creature']
1978,['Creature']
1979,['Instant']
1980,['Sorcery']
1981,['Enchantment']
1983,['Creature']
1984,['Instant']
1985,['Creature']
1986,['Artifact']
1987,['Sorcery']
1988,['Creature']
1989,['Land']
1990,['Land']
1991,['Creature']
1993,['Token' 'Creature']
1994,['Enchantment']
1996,['Creature']
1997,['Creature']
1998,['Creature']
2000,['Planeswalker']
2001,['Enchantment']
2002,['Land']
2003,['Sorcery']
2004,['Creature']
2005,['Artifact']
2006,['Enchantment']
2007,['Creature']
2008,['Sorcery']
2011,['Sorcery']
2012,['Artifact' 'Creature']
2013,['Creature']
2014,['Creature']
2015,['Creature']
2016,['Creature']
2017,['Instant']
2018,['Land']
2019,['Sorcery']
2020,['Sorcery']
2021,['Creature']
2022,['Creature']
2023,['Creature']
2024,['Sorcery']
2025,['Card']
2026,['Creature']
2027,['Land']
2028,['Enchantment']
2031,['Creature']
2032,['Creature']
2033,['Sorcery']
2034,['Creature']
2036,['Sorcery']
2037,['Creature']
2038,['Creature']
2039,['Land']
2040,['Sorcery']
2041,['Sorcery']
2042,['Land']
2043,['Enchantment']
2044,['Creature']
2045,['Creature']
2047,['Artifact']
2048,['Instant']
2049,['Instant']
2050,['Creature']
2051,['Creature']
2052,['Sorcery']
2054,['Instant']
2055,['Creature']
2056,['Sorcery']
2057,['Creature']
2058,['Sorcery']
2059,['Creature']
2060,['Enchantment']
2061,['Creature']
2062,['Sorcery']
2063,['Artifact']
2064,['Creature']
2065,['Sorcery']
2066,['Artifact']
2067,['Creature']
2068,['Creature']
2069,['Creature']
2070,['Artifact' 'Creature']
2071,['Instant']
2072,['Creature']
2073,['Sorcery']
2074,['Card']
2075,['Sorcery']
2076,['Creature']
2077,['Artifact']
2078,['Creature']
2080,['Enchantment']
2083,['Sorcery']
2084,['Creature']
2086,['Creature']
2087,['Creature']
2090,['Artifact']
2091,['Enchantment']
2093,['Instant']
2094,['Artifact']
2095,['Creature']
2096,['Creature']
2098,['Land']
2099,['Instant']
2100,['Creature']
2101,['Card']
2102,['Creature']
2105,['Artifact']
2106,['Sorcery']
2107,['Land']
2109,['Instant']
2110,['Creature']
2111,['Enchantment']
2112,['Instant']
2113,['Instant']
2114,['Sorcery']
2116,['Creature']
2117,['Creature']
2118,['Creature']
2120,['Instant']
2121,['Token' 'Creature']
2122,['Creature']
2123,['Token' 'Artifact' 'Creature']
2127,['Creature']
2128,['Enchantment']
2129,['Creature']
2130,['Creature']
2131,['Enchantment']
2133,['Creature']
2134,['Instant']
2135,['Creature']
2136,['Artifact']
2137,['Creature']
2138,['Artifact']
2139,['Creature']
2140,['Artifact' 'Creature']
2141,['Creature']
2142,['Artifact']
2143,['Artifact']
2144,['Sorcery']
2146,['Creature']
2147,['Sorcery']
2148,['Instant']
2149,['Instant']
2150,['Creature']
2151,['Land']
2152,['Creature']
2153,['Creature']
2154,['Sorcery']
2155,['Instant']
2157,['Sorcery']
2158,['Enchantment']
2159,['Creature']
2160,['Creature']
2161,['Creature']
2162,['Creature']
2163,['Creature']
2164,['Creature']
2165,['Enchantment']
2166,['Creature']
2167,['Creature']
2168,['Instant']
2169,['Planeswalker']
2170,['Instant']
2171,['Instant']
2172,['Creature']
2173,['Creature']
2174,['Instant']
2175,['Creature']
2176,['Artifact']
2177,['Land']
2178,['Sorcery']
2179,['Creature']
2180,['Instant']
2181,['Sorcery']
2182,['Sorcery']
2183,['Sorcery']
2184,['Sorcery']
2185,['Artifact' 'Creature']
2186,['Sorcery']
2187,['Creature']
2188,['Artifact']
2189,['Land']
2190,['Sorcery']
2192,['Artifact' 'Creature']
2193,['Creature']
2195,['Instant']
2197,['Land']
2198,['Creature']
2199,['Card']
2200,['Enchantment']
2201,['Creature']
2202,['Enchantment']
2203,['Artifact']
2205,['Creature']
2206,['Creature']
2207,['Token' 'Creature']
2208,['Enchantment']
2210,['Land']
2211,['Creature']
2212,['Sorcery']
2213,['Artifact']
2214,['Creature']
2215,['Sorcery']
2216,['Creature']
2217,['Creature']
2219,['Artifact' 'Creature']
2220,['Card']
2221,['Creature']
2222,['Artifact' 'Creature']
2224,['Instant']
2225,['Artifact']
2226,['Land']
2227,['Creature']
2228,['Creature']
2229,['Instant']
2230,['Creature']
2231,['Creature']
2233,['Creature']
2234,['Artifact' 'Creature']
2235,['Creature']
2236,['Sorcery']
2237,['Land']
2238,['Creature']
2239,['Creature']
2240,['Instant']
2241,['Creature']
2242,['Creature']
2244,['Creature']
2245,['Creature']
2248,['Creature']
2250,['Card']
2251,['Creature']
2252,['Creature']
2253,['Creature']
2254,['Creature']
2255,['Creature']
2256,['Land']
2257,['Enchantment']
2258,['Creature']
2259,['Enchantment']
2260,['Creature']
2261,['Sorcery']
2262,['Sorcery']
2263,['Creature']
2264,['Creature']
2265,['Creature']
2266,['Artifact']
2270,['Creature']
2271,['Artifact']
2272,['Enchantment']
2273,['Plane']
2276,['Instant']
2278,['Artifact']
2279,['Card']
2281,['Sorcery']
2283,['Creature']
2284,['Creature']
2285,['Sorcery']
2286,['Creature']
2288,['Creature']
2290,['Creature']
2291,['Land']
2292,['Enchantment']
2293,['Creature']
2294,['Artifact' 'Creature']
2295,['Enchantment']
2296,['Creature']
2297,['Instant']
2298,['Creature']
2299,['Creature']
2300,['Creature']
2301,['Creature']
2302,['Creature']
2303,['Stickers']
2304,['Card']
2305,['Creature']
2307,['Token' 'Creature']
2308,['Creature']
2309,['Instant']
2311,['Creature']
2312,['Creature']
2313,['Artifact']
2314,['Creature']
2315,['Creature']
2316,['Creature']
2317,['Creature']
2318,['Creature']
2319,['Instant']
2320,['Creature']
2323,['Land']
2324,['Instant']
2327,['Creature']
2329,['Artifact']
2330,['Creature']
2331,['Creature']
2333,['Sorcery']
2335,['Creature']
2336,['Instant']
2337,['Creature']
2338,['Creature']
2339,['Creature']
2340,['Creature']
2341,['Enchantment']
2343,['Token' 'Enchantment' 'Creature']
2344,['Enchantment']
2345,['Instant']
2347,['Instant']
2348,['Token' 'Creature']
2349,['Creature']
2351,['Creature']
2352,['Land']
2353,['Land']
2354,['Creature']
2357,['Land']
2358,['Planeswalker']
2359,['Creature']
2360,['Creature']
2361,['Sorcery']
2366,['Enchantment']
2369,['Sorcery']
2370,['Artifact']
2373,['Creature']
2374,['Enchantment']
2375,['Instant']
2377,['Sorcery']
2379,['Creature']
2380,['Creature']
2381,['Creature']
2382,['Instant']
2383,['Artifact' 'Creature']
2384,['Sorcery']
2385,['Artifact']
2387,['Sorcery']
2388,['Artifact']
2389,['Creature']
2390,['Creature']
2391,['Creature']
2392,['Creature']
2393,['Sorcery']
2394,['Sorcery']
2395,['Creature']
2396,['Creature']
2397,['Plane']
2398,['Creature']
2399,['Sorcery']
2400,['Creature']
2401,['Vanguard']
2402,['Instant']
2403,['Creature']
2404,['Land']
2405,['Artifact' 'Creature']
2406,['Creature']
2407,['Instant']
2410,['Creature']
2411,['Instant']
2412,['Artifact' 'Creature']
2416,['Enchantment']
2417,['Creature']
2418,['Enchantment']
2419,['Enchantment']
2420,['Instant']
2422,['Sorcery']
2423,['Sorcery']
2424,['Creature']
2425,['Enchantment']
2426,['Land']
2427,['Land']
2428,['Sorcery']
2429,['Enchantment']
2430,['Sorcery']
2431,['Sorcery']
2432,['Creature']
2433,['Artifact' 'Creature']
2434,['Artifact' 'Creature']
2435,['Creature']
2436,['Creature']
2437,['Creature']
2438,['Sorcery']
2439,['Creature']
2440,['Sorcery']
2441,['Creature']
2442,['Artifact' 'Creature']
2443,['Creature']
2444,['Sorcery']
2445,['Creature']
2446,['Creature']
2447,['Creature']
2450,['Creature']
2451,['Creature']
2452,['Instant']
2453,['Creature']
2454,['Creature']
2455,['Creature']
2456,['Creature']
2457,['Enchantment']
2461,['Creature']
2462,['Instant']
2463,['Artifact' 'Creature']
2464,['Instant']
2465,['Instant']
2466,['Creature']
2467,['Creature']
2468,['Summon' 'Goblin']
2470,['Creature']
2471,['Creature']
2472,['Creature']
2473,['Creature']
2474,['Creature']
2476,['Creature']
2478,['Creature']
2479,['Creature']
2480,['Enchantment']
2483,['Creature']
2484,['Sorcery']
2485,['Enchantment']
2486,['Sorcery']
2487,['Creature']
2488,['Sorcery']
2489,['Card']
2490,['Land']
2492,['Artifact']
2493,['Creature']
2495,['Artifact']
2497,['Sorcery']
2498,['Enchantment']
2500,['Enchantment']
2502,['Land']
2503,['Creature']
2504,['Artifact' 'Creature']
2505,['Creature']
2507,['Instant']
2508,['Creature']
2509,['Creature']
2510,['Land']
2511,['Creature']
2512,['Instant']
2513,['Creature']
2516,['Creature']
2517,['Sorcery']
2518,['Creature']
2519,['Artifact']
2520,['Sorcery']
2522,['Enchantment']
2523,['Sorcery']
2524,['Creature']
2525,['Artifact']
2526,['Creature']
2527,['Artifact']
2528,['Creature']
2529,['Creature']
2530,['Creature']
2531,['Enchantment']
2532,['Enchantment']
2533,['Creature']
2534,['Enchantment']
2535,['Creature']
2536,['Artifact']
2537,['Sorcery']
2538,['Enchantment']
2539,['Creature']
2542,['Sorcery']
2543,['Token' 'Artifact']
2544,['Creature']
2545,['Creature']
2546,['Instant']
2547,['Artifact']
2548,['Creature']
2549,['Sorcery']
2550,['Sorcery']
2551,['Instant']
2552,['Creature']
2553,['Artifact']
2554,['Creature']
2555,['Creature']
2556,['Scheme']
2557,['Creature']
2558,['Land']
2559,['Enchantment']
2560,['Land']
2562,['Enchantment']
2563,['Creature']
2565,['Creature']
2566,['Creature']
2567,['Instant']
2568,['Creature']
2569,['Enchantment']
2570,['Creature']
2571,['Artifact' 'Creature']
2572,['Land']
2573,['Artifact' 'Creature']
2574,['Enchantment']
2576,['Creature']
2577,['Creature']
2578,['Sorcery']
2579,['Creature']
2580,['Creature']
2582,['Creature']
2583,['Instant']
2585,['Creature']
2587,['Creature']
2588,['Sorcery']
2589,['Sorcery']
2590,['Creature']
2591,['Creature']
2592,['Creature']
2594,['Sorcery']
2595,['Enchantment']
2596,['Artifact' 'Creature']
2597,['Creature']
2598,['Enchantment']
2599,['Sorcery']
2600,['Instant']
2601,['Land']
2603,['Instant']
2604,['Artifact' 'Creature']
2605,['Enchantment']
2606,['Sorcery']
2607,['Creature']
2608,['Artifact']
2610,['Sorcery']
2611,['Token' 'Creature']
2612,['Artifact']
2613,['Instant']
2614,['Enchantment']
2615,['Sorcery']
2616,['Sorcery']
2617,['Creature']
2618,['Sorcery']
2619,['Enchantment']
2620,['Creature']
2621,['Enchantment']
2622,['Card']
2623,['Enchantment']
2624,['Creature']
2625,['Sorcery']
2626,['Artifact']
2628,['Card']
2629,['Sorcery']
2630,['Creature']
2631,['Sorcery']
2632,['Creature']
2633,['Creature']
2634,['Creature']
2636,['Creature']
2637,['Artifact']
2638,['Creature']
2639,['Enchantment']
2640,['Creature']
2641,['Enchantment' 'Creature']
2643,['Creature']
2644,['Instant']
2645,['Land']
2646,['Creature']
2648,['Creature']
2649,['Enchantment']
2650,['Land']
2651,['Creature']
2652,['Artifact']
2653,['Enchantment']
2654,['Creature']
2655,['Land']
2656,['Creature']
2657,['Creature']
2658,['Instant']
2659,['Creature']
2660,['Artifact' 'Creature']
2661,['Artifact' 'Creature']
2662,['Scheme']
2663,['Instant']
2664,['Sorcery']
2665,['Creature']
2666,['Creature']
2668,['Creature']
2669,['Creature']
2670,['Instant']
2671,['Creature']
2672,['Land']
2673,['Enchantment']
2674,['Creature']
2675,['Creature']
2677,['Creature']
2678,['Artifact']
2679,['Instant']
2680,['Creature']
2681,['Card']
2682,['Land']
2683,['Creature']
2684,['Land']
2685,['Instant']
2686,['Token' 'Creature']
2687,['Creature']
2688,['Creature']
2689,['Creature']
2690,['Land']
2691,['Enchantment']
2692,['Sorcery']
2693,['Creature']
2694,['Creature']
2695,['Card']
2696,['Sorcery']
2697,['Sorcery']
2698,['Instant']
2699,['Creature']
2700,['Creature']
2701,['Creature']
2702,['Creature']
2705,['Instant']
2706,['Enchantment']
2708,['Creature']
2709,['Instant']
2711,['Creature']
2712,['Sorcery']
2713,['Creature']
2714,['Enchantment']
2715,['Instant']
2716,['Creature']
2718,['Land']
2719,['Creature']
2720,['Card']
2721,['Sorcery']
2723,['Creature']
2724,['Artifact']
2725,['Creature']
2728,['Token' 'Creature']
2729,['Enchantment']
2730,['Instant']
2731,['Creature']
2732,['Creature']
2734,['Instant']
2735,['Enchantment']
2737,['Creature']
2738,['Creature']
2739,['Instant']
2740,['Sorcery']
2741,['Creature']
2742,['Land']
2745,['Creature']
2747,['Creature']
2748,['Artifact' 'Creature']
2749,['Creature']
2750,['Instant']
2751,['Sorcery']
2752,['Creature']
2753,['Creature']
2754,['Instant']
2756,['Instant']
2757,['Creature']
2758,['Card']
2759,['Enchantment']
2760,['Land']
2761,['Sorcery']
2762,['Sorcery']
2763,['Creature']
2764,['Creature']
2765,['Creature']
2766,['Sorcery']
2767,['Instant']
2768,['Sorcery']
2769,['Creature']
2770,['Creature']
2771,['Creature']
2773,['Creature']
2774,['Artifact' 'Creature']
2780,['Artifact' 'Creature']
2781,['Land']
2782,['Land']
2783,['Instant']
2786,['Instant']
2787,['Creature']
2788,['Planeswalker']
2789,['Instant']
2790,['Creature']
2791,['Creature']
2792,['Creature']
2793,['Artifact']
2794,['Creature']
2795,['Artifact' 'Creature']
2796,['Creature']
2797,['Instant']
2798,['Land']
2799,['Artifact']
2800,['Enchantment']
2801,['Instant']
2802,['Planeswalker']
2803,['Planeswalker']
2804,['Creature']
2805,['Artifact' 'Creature']
2806,['Creature']
2807,['Sorcery']
2808,['Enchantment']
2809,['Creature']
2810,['Sorcery']
2811,['Sorcery']
2812,['Creature']
2813,['Artifact']
2814,['Instant']
2815,['Instant']
2816,['Enchantment']
2817,['Creature']
2819,['Instant']
2820,['Creature']
2821,['Planeswalker']
2822,['Creature']
2824,['Artifact']
2825,['Enchantment']
2826,['Creature']
2827,['Sorcery']
2828,['Sorcery']
2831,['Instant']
2832,['Creature']
2833,['Creature']
2834,['Sorcery']
2835,['Sorcery']
2836,['Sorcery']
2838,['Creature']
2839,['Creature']
2841,['Token' 'Creature']
